,X,Y,Z
155621,122.756,80.89,
155622,106.636,97.01,
155623,107.202,97.01,
155624,123.005,81.206,
155625,123.267,81.51,
155626,107.768,97.01,
155627,108.333,97.01,
155628,123.533,81.81,
155629,123.81,82.099,
155630,108.899,97.01,
155631,109.465,97.01,
155632,124.095,82.379,
155633,124.385,82.655,
155634,110.03,97.01,
155635,110.596,97.01,
155636,124.689,82.916,
155637,124.993,83.178,
155638,111.162,97.01,
155639,111.727,97.01,
155640,125.315,83.422,
155641,125.637,83.666,
155642,112.293,97.01,
155643,112.859,97.01,
155644,125.974,83.894,
155645,126.317,84.117,
155646,113.424,97.01,
155647,113.99,97.01,
155648,126.669,84.33,
155649,127.031,84.534,
155650,114.556,97.01,
155651,115.121,97.01,
155652,127.4,84.731,
155653,127.783,84.914,
155654,115.687,97.01,
155655,116.253,97.01,
155656,128.17,85.092,
155657,128.573,85.255,
155658,116.818,97.01,
155659,117.384,97.01,
155660,128.979,85.414,
155661,129.407,85.552,
155662,117.95,97.01,
155663,118.516,97.01,
155664,129.836,85.69,
155665,130.286,85.805,
155666,119.081,97.01,
155667,119.647,97.01,
155668,130.74,85.917,
155669,131.219,86.003,
155670,120.213,97.01,
155671,120.778,97.01,
155672,131.705,86.083,
155673,132.213,86.141,
155674,121.344,97.01,
155675,121.91,97.01,
155676,132.735,86.185,
155677,133.274,86.211,
155678,122.475,97.01,
155679,123.041,97.01,
155680,133.84,86.211,
155681,134.423,86.193,
155682,123.607,97.01,
155683,124.172,97.01,
155684,135.04,86.142,
155685,135.694,86.054,
155686,124.738,97.01,
155687,125.304,97.01,
155688,136.384,85.929,
155689,137.122,85.757,
155690,125.869,97.01,
155691,126.435,97.01,
155692,137.925,85.52,
155693,137.995,85.45,
155694,138.826,85.184,
155695,127.001,97.01,
155696,127.567,97.01,
155697,139.887,84.689,
155698,139.957,84.619,
155699,141.27,83.872,
155700,128.132,97.01,
155701,128.062,97.08,
155702,106.961,96.119,
155703,106.07,97.01,
155704,105.505,97.01,
155705,106.302,96.213,
155706,105.736,96.213,
155707,104.939,97.01,
155708,104.373,97.01,
155709,105.17,96.213,
155710,104.605,96.213,
155711,103.808,97.01,
155712,103.242,97.01,
155713,104.039,96.213,
155714,103.473,96.213,
155715,102.676,97.01,
155716,102.111,97.01,
155717,102.908,96.213,
155718,102.342,96.213,
155719,101.545,97.01,
155720,100.979,97.01,
155721,101.776,96.213,
155722,101.211,96.213,
155723,100.414,97.01,
155724,99.848,97.01,
155725,100.645,96.213,
155726,100.079,96.213,
155727,99.282,97.01,
155728,98.717,97.01,
155729,99.513,96.213,
155730,98.948,96.213,
155731,98.151,97.01,
155732,97.585,97.01,
155733,98.382,96.213,
155734,97.881,96.148,
155735,97.02,97.01,
155736,96.454,97.01,
155737,97.471,95.993,
155738,96.812,96.086,
155739,95.888,97.01,
155740,95.322,97.01,
155741,96.121,96.211,
155742,95.555,96.211,
155743,94.757,97.01,
155744,94.191,97.01,
155745,94.989,96.211,
155746,94.424,96.211,
155747,93.625,97.01,
155748,93.06,97.01,
155749,93.858,96.211,
155750,93.292,96.211,
155751,92.494,97.01,
155752,91.928,97.01,
155753,92.727,96.211,
155754,92.161,96.211,
155755,91.363,97.01,
155756,90.797,97.01,
155757,91.595,96.211,
155758,91.03,96.211,
155759,90.231,97.01,
155760,89.666,97.01,
155761,90.464,96.211,
155762,89.898,96.211,
155763,89.1,97.01,
155764,88.534,97.01,
155765,89.333,96.211,
155766,88.767,96.211,
155767,87.969,97.01,
155768,87.403,97.01,
155769,88.201,96.211,
155770,87.692,96.155,
155771,86.837,97.01,
155772,86.271,97.01,
155773,87.268,96.013,
155774,86.911,95.805,
155775,85.706,97.01,
155776,85.14,97.01,
155777,86.637,95.513,
155778,86.398,95.186,
155779,84.574,97.01,
155780,84.009,97.01,
155781,86.247,94.771,
155782,86.196,94.257,
155783,83.443,97.01,
155784,82.877,97.01,
155785,86.346,93.541,
155786,86.416,93.471,
155787,86.663,92.658,
155788,82.312,97.01,
155789,81.746,97.01,
155790,86.413,92.343,
155791,86.263,91.927,
155792,81.18,97.01,
155793,80.615,97.01,
155794,86.195,91.429,
155795,86.313,90.745,
155796,80.049,97.01,
155797,79.483,97.01,
155798,86.794,89.699,
155799,86.535,89.393,
155800,78.918,97.01,
155801,78.352,97.01,
155802,86.339,89.023,
155803,86.196,88.6,
155804,77.786,97.01,
155805,77.221,97.01,
155806,86.196,88.034,
155807,86.266,87.964,
155808,87.824,86.406,
155809,126.242,47.988,
155810,125.676,47.988,
155811,76.655,97.01,
155812,76.089,97.01,
155813,125.111,47.988,
155814,124.545,47.988,
155815,75.523,97.01,
155816,74.958,97.01,
155817,123.979,47.988,
155818,123.414,47.988,
155819,74.392,97.01,
155820,73.826,97.01,
155821,122.848,47.988,
155822,122.282,47.988,
155823,73.261,97.01,
155824,72.695,97.01,
155825,121.717,47.988,
155826,121.151,47.988,
155827,72.129,97.01,
155828,71.564,97.01,
155829,120.585,47.988,
155830,120.02,47.988,
155831,70.998,97.01,
155832,70.432,97.01,
155833,119.454,47.988,
155834,118.888,47.988,
155835,69.867,97.01,
155836,69.301,97.01,
155837,118.323,47.988,
155838,117.757,47.988,
155839,107.751,57.994,
155840,107.512,58.233,
155841,69.221,96.524,
155842,69.221,95.958,
155843,106.579,58.6,
155844,105.987,58.626,
155845,69.221,95.392,
155846,69.221,94.827,
155847,105.421,58.626,
155848,104.856,58.626,
155849,69.221,94.261,
155850,69.221,93.695,
155851,104.29,58.626,
155852,103.724,58.626,
155853,69.221,93.13,
155854,69.221,92.564,
155855,103.159,58.626,
155856,102.593,58.626,
155857,69.221,91.998,
155858,69.221,91.433,
155859,102.027,58.626,
155860,101.462,58.626,
155861,69.221,90.867,
155862,69.221,90.301,
155863,100.896,58.626,
155864,100.33,58.626,
155865,69.221,89.736,
155866,69.221,89.17,
155867,99.764,58.626,
155868,99.199,58.626,
155869,69.221,88.604,
155870,69.221,88.039,
155871,98.633,58.626,
155872,98.095,58.599,
155873,69.221,87.473,
155874,69.221,86.907,
155875,97.63,58.498,
155876,97.271,58.292,
155877,69.221,86.341,
155878,69.221,85.776,
155879,96.409,58.588,
155880,95.805,58.626,
155881,69.221,85.21,
155882,69.22,84.645,
155883,95.239,58.626,
155884,94.673,58.626,
155885,69.22,84.079,
155886,69.22,83.514,
155887,94.108,58.626,
155888,93.542,58.626,
155889,69.22,82.948,
155890,69.22,82.382,
155891,92.976,58.626,
155892,92.411,58.626,
155893,69.22,81.817,
155894,69.22,81.251,
155895,91.845,58.626,
155896,91.279,58.626,
155897,69.22,80.685,
155898,69.22,80.12,
155899,90.714,58.626,
155900,90.148,58.626,
155901,69.22,79.554,
155902,69.22,78.988,
155903,89.582,58.626,
155904,89.016,58.626,
155905,69.22,78.423,
155906,69.22,77.857,
155907,88.451,58.626,
155908,87.904,58.607,
155909,69.22,77.291,
155910,69.22,76.726,
155911,87.426,58.52,
155912,87.068,58.312,
155913,69.22,76.16,
155914,69.22,75.594,
155915,86.751,58.064,
155916,86.492,57.757,
155917,69.22,75.028,
155918,69.22,74.463,
155919,86.313,57.37,
155920,86.194,56.923,
155921,69.22,73.897,
155922,69.22,73.331,
155923,86.202,56.35,
155924,86.272,56.28,
155925,86.892,55.094,
155926,69.22,72.766,
155927,69.22,72.201,
155928,86.623,54.797,
155929,86.39,54.465,
155930,69.22,71.635,
155931,69.22,71.069,
155932,86.239,54.05,
155933,86.195,53.528,
155934,69.22,70.504,
155935,69.22,69.938,
155936,86.361,52.796,
155937,86.431,52.726,
155938,86.649,51.943,
155939,69.22,69.372,
155940,69.22,68.807,
155941,86.404,51.622,
155942,86.254,51.207,
155943,69.22,68.241,
155944,69.22,67.675,
155945,86.194,50.7,
155946,86.329,50,
155947,69.22,67.11,
155948,69.22,66.544,
155949,87.775,47.989,
155950,88.34,47.989,
155951,87.442,48.887,
155952,88.109,48.786,
155953,88.906,47.989,
155954,89.472,47.989,
155955,88.674,48.786,
155956,89.24,48.786,
155957,90.038,47.989,
155958,90.603,47.989,
155959,89.806,48.786,
155960,90.371,48.786,
155961,91.169,47.989,
155962,91.735,47.989,
155963,90.937,48.786,
155964,91.503,48.786,
155965,92.3,47.989,
155966,92.866,47.989,
155967,92.068,48.786,
155968,92.634,48.786,
155969,93.432,47.989,
155970,93.997,47.989,
155971,93.2,48.786,
155972,93.765,48.786,
155973,94.563,47.989,
155974,95.129,47.989,
155975,94.331,48.786,
155976,94.897,48.786,
155977,95.694,47.989,
155978,96.26,47.989,
155979,95.462,48.786,
155980,96.028,48.786,
155981,96.826,47.989,
155982,97.391,47.989,
155983,96.534,48.846,
155984,96.951,48.995,
155985,97.957,47.989,
155986,98.523,47.989,
155987,97.553,48.958,
155988,98.291,48.786,
155989,99.088,47.989,
155990,99.654,47.989,
155991,98.857,48.786,
155992,99.422,48.786,
155993,100.22,47.989,
155994,100.786,47.989,
155995,99.988,48.786,
155996,100.554,48.786,
155997,101.351,47.989,
155998,101.917,47.989,
155999,101.119,48.786,
156000,101.685,48.786,
156001,102.483,47.989,
156002,103.048,47.989,
156003,102.251,48.786,
156004,102.816,48.786,
156005,103.614,47.989,
156006,104.18,47.989,
156007,103.382,48.786,
156008,103.948,48.786,
156009,104.745,47.989,
156010,105.311,47.989,
156011,104.513,48.786,
156012,105.079,48.786,
156013,105.877,47.989,
156014,106.442,47.989,
156015,105.645,48.786,
156016,106.21,48.786,
156017,107.008,47.989,
156018,107.574,47.989,
156019,106.725,48.838,
156020,107.154,48.974,
156021,108.139,47.989,
156022,108.705,47.989,
156023,107.512,49.182,
156024,107.792,49.468,
156025,109.271,47.989,
156026,109.837,47.989,
156027,108.037,49.788,
156028,108.188,50.203,
156029,110.402,47.989,
156030,110.968,47.989,
156031,108.248,50.709,
156032,108.115,51.408,
156033,111.534,47.989,
156034,112.099,47.989,
156035,107.765,52.323,
156036,108.022,52.632,
156037,112.665,47.989,
156038,113.231,47.989,
156039,108.173,53.047,
156040,108.248,53.537,
156041,113.796,47.989,
156042,114.362,47.989,
156043,108.149,54.202,
156044,108.079,54.272,
156045,107.635,55.281,
156046,114.928,47.989,
156047,115.493,47.989,
156048,107.893,55.589,
156049,108.096,55.952,
156050,116.06,47.988,
156051,116.625,47.988,
156052,108.247,56.367,
156053,108.248,56.931,
156054,117.191,47.988,
156055,117.261,47.918,
156056,126.808,47.988,
156057,88.423,86.373,
156058,88.989,86.373,
156059,127.373,47.988,
156060,127.939,47.988,
156061,89.555,86.373,
156062,90.12,86.373,
156063,128.505,47.988,
156064,129.071,47.988,
156065,90.686,86.373,
156066,91.252,86.373,
156067,129.636,47.988,
156068,130.202,47.988,
156069,91.817,86.373,
156070,92.383,86.373,
156071,130.768,47.988,
156072,131.333,47.988,
156073,92.949,86.373,
156074,93.514,86.373,
156075,131.899,47.988,
156076,132.465,47.988,
156077,94.08,86.373,
156078,94.646,86.373,
156079,133.03,47.988,
156080,133.596,47.988,
156081,95.211,86.373,
156082,95.777,86.373,
156083,134.162,47.988,
156084,134.727,47.988,
156085,96.321,86.395,
156086,96.793,86.489,
156087,135.293,47.988,
156088,135.859,47.988,
156089,97.151,86.696,
156090,97.081,86.766,
156091,97.995,86.418,
156092,136.424,47.988,
156093,136.99,47.988,
156094,98.606,86.373,
156095,99.171,86.373,
156096,137.556,47.988,
156097,138.121,47.988,
156098,99.737,86.373,
156099,99.667,86.443,
156100,69.22,65.978,
156101,87.209,47.989,
156102,86.643,47.989,
156103,69.22,65.413,
156104,69.22,64.847,
156105,86.078,47.989,
156106,85.512,47.989,
156107,69.22,64.281,
156108,69.22,63.715,
156109,84.946,47.989,
156110,84.381,47.989,
156111,69.22,63.15,
156112,69.22,62.584,
156113,83.815,47.989,
156114,83.249,47.989,
156115,69.22,62.018,
156116,69.22,61.453,
156117,82.684,47.989,
156118,82.118,47.989,
156119,69.22,60.887,
156120,69.22,60.321,
156121,81.552,47.989,
156122,80.987,47.989,
156123,69.219,59.756,
156124,69.219,59.191,
156125,80.421,47.989,
156126,79.855,47.989,
156127,69.219,58.625,
156128,69.219,58.059,
156129,79.29,47.989,
156130,78.724,47.989,
156131,69.219,57.494,
156132,69.219,56.928,
156133,78.158,47.989,
156134,77.592,47.989,
156135,69.219,56.362,
156136,69.219,55.797,
156137,77.027,47.989,
156138,76.461,47.989,
156139,69.219,55.231,
156140,69.219,54.665,
156141,75.895,47.989,
156142,75.33,47.989,
156143,69.219,54.1,
156144,69.219,53.534,
156145,74.764,47.989,
156146,74.198,47.989,
156147,69.219,52.968,
156148,69.219,52.402,
156149,73.633,47.989,
156150,73.067,47.989,
156151,69.219,51.837,
156152,69.219,51.271,
156153,72.501,47.989,
156154,71.936,47.989,
156155,69.219,50.705,
156156,69.219,50.14,
156157,71.37,47.989,
156158,70.804,47.989,
156159,69.219,49.574,
156160,69.219,49.008,
156161,70.239,47.989,
156162,69.673,47.989,
156163,69.219,48.443,
156164,97.15,87.731,
156165,97.151,91.547,
156166,97.061,92.85,
156167,97.223,92.757,
156168,97.385,92.85,
156169,97.223,92.944,
156170,97.061,92.85,
156171,,,
156172,97.061,92.85,25.8
156173,97.152,91.971,
156174,97.15,87.731,
156175,86.927,56.913,
156176,86.927,53.386,
156177,87.638,51.983,
156178,,,
156179,,,
156180,,,
156181,,,
156182,88.06,52.057,
156183,96.149,52.057,
156184,96.569,51.983,
156185,96.98,51.746,
156186,97.222,51.455,
156187,97.465,51.746,
156188,97.876,51.983,
156189,98.296,52.057,
156190,106.386,52.057,
156191,106.806,51.983,
156192,107.217,51.746,
156193,107.518,51.385,
156194,107.679,50.943,
156195,107.679,50.47,
156196,107.518,50.029,
156197,107.215,49.668,
156198,106.806,49.431,
156199,106.387,49.357,
156200,98.295,49.357,
156201,97.876,49.431,
156202,97.467,49.668,
156203,97.223,49.959,
156204,96.978,49.668,
156205,96.569,49.431,
156206,96.15,49.357,
156207,88.059,49.357,
156208,87.637,49.431,
156209,87.231,49.668,
156210,86.927,50.029,
156211,86.766,50.471,
156212,86.766,50.943,
156213,86.927,51.385,
156214,87.231,51.747,
156215,87.638,51.983,
156216,87.069,52.997,
156217,86.927,53.799,
156218,87.638,54.868,
156219,88.06,54.942,
156220,96.149,54.942,
156221,96.569,54.868,
156222,96.978,54.632,
156223,97.222,54.34,
156224,97.467,54.632,
156225,97.876,54.868,
156226,98.296,54.942,
156227,106.386,54.942,
156228,106.806,54.868,
156229,107.215,54.632,
156230,107.518,54.27,
156231,107.679,53.829,
156232,107.679,53.355,
156233,107.518,52.914,
156234,107.215,52.553,
156235,106.806,52.318,
156236,106.388,52.242,
156237,98.294,52.242,
156238,97.876,52.318,
156239,97.467,52.553,
156240,97.223,52.844,
156241,96.978,52.552,
156242,96.569,52.318,
156243,96.151,52.242,
156244,88.058,52.242,
156245,87.637,52.318,
156246,87.231,52.553,
156247,86.927,52.914,
156248,86.766,53.356,
156249,86.766,53.829,
156250,86.927,54.27,
156251,87.231,54.632,
156252,87.638,54.868,
156253,86.927,56.501,
156254,87.638,57.983,
156255,88.06,58.057,
156256,96.149,58.057,
156257,96.569,57.983,
156258,96.98,57.746,
156259,97.222,57.455,
156260,97.465,57.746,
156261,97.876,57.983,
156262,98.296,58.057,
156263,106.386,58.057,
156264,106.806,57.983,
156265,107.217,57.746,
156266,107.518,57.385,
156267,107.679,56.943,
156268,107.679,56.47,
156269,107.518,56.029,
156270,107.215,55.668,
156271,106.806,55.431,
156272,106.387,55.357,
156273,98.295,55.357,
156274,97.876,55.431,
156275,97.467,55.668,
156276,97.223,55.959,
156277,96.978,55.668,
156278,96.569,55.431,
156279,96.15,55.357,
156280,88.059,55.357,
156281,87.637,55.431,
156282,87.231,55.668,
156283,86.927,56.029,
156284,86.766,56.471,
156285,86.766,56.943,
156286,86.927,57.385,
156287,87.231,57.747,
156288,87.638,57.983,
156289,86.927,88.499,
156290,87.637,89.569,
156291,88.059,89.643,
156292,96.15,89.643,
156293,96.569,89.569,
156294,96.978,89.332,
156295,97.223,89.041,
156296,97.467,89.332,
156297,97.876,89.569,
156298,98.295,89.643,
156299,106.387,89.643,
156300,106.806,89.569,
156301,107.215,89.332,
156302,107.518,88.971,
156303,107.679,88.53,
156304,107.679,88.057,
156305,107.518,87.615,
156306,107.217,87.254,
156307,106.806,87.017,
156308,106.386,86.943,
156309,98.296,86.943,
156310,97.876,87.017,
156311,97.465,87.254,
156312,97.222,87.545,
156313,96.98,87.254,
156314,96.569,87.017,
156315,96.149,86.943,
156316,88.06,86.943,
156317,87.638,87.017,
156318,87.231,87.253,
156319,86.927,87.615,
156320,86.766,88.057,
156321,86.766,88.529,
156322,86.927,88.971,
156323,87.231,89.332,
156324,87.637,89.569,
156325,86.927,91.201,
156326,87.637,92.682,
156327,88.058,92.758,
156328,96.151,92.758,
156329,96.569,92.682,
156330,96.978,92.448,
156331,97.223,92.156,
156332,97.467,92.447,
156333,97.876,92.682,
156334,98.294,92.758,
156335,106.388,92.758,
156336,106.806,92.682,
156337,107.215,92.447,
156338,107.518,92.086,
156339,107.679,91.645,
156340,107.679,91.171,
156341,107.518,90.73,
156342,107.215,90.368,
156343,106.806,90.132,
156344,106.386,90.058,
156345,98.296,90.058,
156346,97.876,90.132,
156347,97.467,90.368,
156348,97.222,90.66,
156349,96.978,90.368,
156350,96.569,90.132,
156351,96.149,90.058,
156352,88.06,90.058,
156353,87.638,90.132,
156354,87.231,90.368,
156355,86.927,90.73,
156356,86.766,91.171,
156357,86.766,91.644,
156358,86.927,92.086,
156359,87.231,92.447,
156360,87.637,92.682,
156361,87.069,93.695,
156362,86.927,94.499,
156363,87.637,95.569,
156364,88.059,95.643,
156365,96.15,95.643,
156366,96.569,95.569,
156367,96.978,95.332,
156368,97.223,95.041,
156369,97.467,95.332,
156370,97.876,95.569,
156371,98.295,95.643,
156372,106.387,95.643,
156373,106.806,95.569,
156374,107.215,95.332,
156375,107.518,94.971,
156376,107.679,94.53,
156377,107.679,94.057,
156378,107.518,93.615,
156379,107.217,93.254,
156380,106.806,93.017,
156381,106.386,92.943,
156382,98.296,92.943,
156383,97.876,93.017,
156384,97.465,93.254,
156385,97.222,93.545,
156386,96.98,93.254,
156387,96.569,93.017,
156388,96.149,92.943,
156389,88.06,92.943,
156390,87.638,93.017,
156391,87.231,93.253,
156392,86.927,93.615,
156393,86.766,94.057,
156394,86.766,94.529,
156395,86.927,94.971,
156396,87.231,95.332,
156397,87.637,95.569,
156398,96.135,95.482,
156399,97.152,94.855,
156400,97.15,93.731,
156401,97.934,93.17,
156402,101.163,92.565,
156403,106.37,92.597,
156404,132.521,85.605,
156405,133.389,85.648,
156406,134.259,85.635,
156407,135.125,85.563,
156408,135.985,85.434,
156409,136.835,85.248,
156410,137.671,85.007,
156411,138.488,84.711,
156412,139.284,84.362,
156413,140.056,83.96,
156414,140.799,83.509,
156415,141.511,83.01,
156416,142.189,82.464,
156417,142.828,81.875,
156418,143.428,81.245,
156419,143.985,80.577,
156420,144.496,79.871,
156421,144.961,79.136,
156422,145.373,78.371,
156423,145.736,77.581,
156424,146.045,76.768,
156425,146.299,75.937,
156426,146.499,75.09,
156427,146.642,74.233,
156428,146.729,73.368,
156429,146.757,72.499,
156430,146.729,71.63,
156431,146.642,70.765,
156432,146.499,69.907,
156433,146.299,69.06,
156434,146.045,68.23,
156435,145.736,67.417,
156436,145.373,66.627,
156437,144.959,65.862,
156438,144.495,65.127,
156439,143.985,64.423,
156440,143.428,63.755,
156441,142.828,63.125,
156442,142.189,62.536,
156443,141.511,61.99,
156444,140.799,61.491,
156445,140.056,61.04,
156446,139.284,60.638,
156447,138.488,60.289,
156448,137.671,59.993,
156449,136.835,59.752,
156450,135.985,59.566,
156451,135.125,59.437,
156452,134.259,59.365,
156453,133.389,59.352,
156454,132.521,59.395,
156455,131.657,59.495,
156456,130.801,59.653,
156457,129.96,59.866,
156458,129.132,60.135,
156459,128.325,60.457,
156460,127.541,60.832,
156461,126.782,61.259,
156462,126.054,61.734,
156463,125.359,62.257,
156464,124.7,62.826,
156465,124.08,63.435,
156466,123.503,64.084,
156467,122.968,64.77,
156468,122.48,65.49,
156469,122.042,66.242,
156470,121.653,67.019,
156471,121.317,67.822,
156472,121.035,68.644,
156473,120.807,69.483,
156474,120.636,70.335,
156475,120.522,71.197,
156476,120.464,72.068,
156477,120.464,72.938,
156478,120.522,73.806,
156479,120.636,74.668,
156480,120.807,75.52,
156481,121.035,76.358,
156482,121.317,77.18,
156483,121.654,77.984,
156484,122.043,78.76,
156485,122.479,79.509,
156486,122.968,80.23,
156487,123.503,80.916,
156488,124.08,81.565,
156489,124.7,82.174,
156490,125.359,82.743,
156491,126.054,83.266,
156492,126.782,83.741,
156493,127.541,84.168,
156494,128.325,84.543,
156495,129.132,84.865,
156496,129.96,85.134,
156497,130.801,85.347,
156498,131.657,85.505,
156499,132.521,85.605,
156500,163.031,97.43,
156501,68.885,97.43,
156502,68.884,47.57,
156503,163.03,47.569,
156504,163.031,97.43,
156505,163.431,97.83,
156506,,,
156507,68.485,97.83,
156508,68.484,47.17,
156509,163.43,47.169,
156510,163.431,97.83,
156511,163.231,97.83,
156512,163.161,97.56,
156513,132.538,85.503,
156514,132.554,85.206,
156515,133.396,85.248,
156516,134.239,85.235,
156517,135.079,85.165,
156518,135.913,85.04,
156519,136.737,84.86,
156520,137.547,84.626,
156521,138.339,84.339,
156522,139.111,84.001,
156523,139.86,83.611,
156524,140.58,83.174,
156525,141.271,82.69,
156526,141.928,82.161,
156527,142.547,81.59,
156528,143.129,80.979,
156529,143.669,80.331,
156530,144.165,79.647,
156531,144.615,78.934,
156532,145.015,78.192,
156533,145.367,77.426,
156534,145.666,76.638,
156535,145.913,75.832,
156536,146.107,75.011,
156537,146.245,74.18,
156538,146.33,73.341,
156539,146.357,72.499,
156540,146.33,71.657,
156541,146.245,70.818,
156542,146.107,69.986,
156543,145.913,69.165,
156544,145.666,68.36,
156545,145.367,67.572,
156546,145.015,66.806,
156547,144.614,66.064,
156548,144.164,65.351,
156549,143.669,64.669,
156550,143.129,64.021,
156551,142.547,63.41,
156552,141.928,62.839,
156553,141.271,62.31,
156554,140.58,61.826,
156555,139.86,61.389,
156556,139.111,60.999,
156557,138.339,60.661,
156558,137.547,60.374,
156559,136.737,60.14,
156560,135.913,59.96,
156561,135.079,59.835,
156562,134.239,59.765,
156563,133.396,59.752,
156564,132.554,59.794,
156565,131.716,59.891,
156566,130.887,60.044,
156567,130.071,60.251,
156568,129.268,60.511,
156569,128.486,60.824,
156570,127.725,61.187,
156571,126.99,61.601,
156572,126.284,62.062,
156573,125.61,62.569,
156574,124.971,63.12,
156575,124.37,63.711,
156576,123.81,64.34,
156577,123.292,65.005,
156578,122.819,65.703,
156579,122.394,66.432,
156580,122.017,67.186,
156581,121.691,67.964,
156582,121.418,68.761,
156583,121.197,69.575,
156584,121.031,70.401,
156585,120.92,71.237,
156586,120.864,72.081,
156587,120.864,72.925,
156588,120.92,73.766,
156589,121.031,74.602,
156590,121.197,75.428,
156591,121.418,76.241,
156592,121.691,77.038,
156593,122.018,77.817,
156594,122.395,78.57,
156595,122.818,79.296,
156596,123.292,79.995,
156597,123.81,80.66,
156598,124.37,81.289,
156599,124.971,81.88,
156600,125.61,82.431,
156601,126.284,82.938,
156602,126.99,83.399,
156603,127.725,83.813,
156604,128.486,84.176,
156605,129.268,84.489,
156606,130.071,84.749,
156607,130.887,84.956,
156608,131.716,85.109,
156609,132.554,85.206,
156610,132.753,85.215,
156611,132.737,85.513,
156612,106.372,89.482,
156613,97.963,89.482,
156614,98.015,89.187,
156615,98.33,89.243,
156616,106.352,89.243,
156617,106.667,89.187,
156618,106.954,89.021,
156619,107.166,88.768,
156620,107.279,88.459,
156621,107.279,88.128,
156622,107.166,87.818,
156623,106.955,87.565,
156624,106.667,87.399,
156625,106.351,87.343,
156626,98.331,87.343,
156627,98.015,87.399,
156628,97.727,87.565,
156629,97.516,87.818,
156630,97.403,88.128,
156631,97.403,88.459,
156632,97.516,88.768,
156633,97.728,89.021,
156634,98.015,89.187,
156635,98.212,89.222,
156636,98.16,89.517,
156637,97.29,90.848,
156638,97.292,91.964,
156639,97.962,92.595,
156640,98.015,92.301,
156641,98.33,92.358,
156642,106.352,92.358,
156643,106.667,92.301,
156644,106.954,92.136,
156645,107.166,91.883,
156646,107.279,91.574,
156647,107.279,91.242,
156648,107.166,90.933,
156649,106.954,90.679,
156650,106.667,90.514,
156651,106.351,90.458,
156652,98.331,90.458,
156653,98.015,90.514,
156654,97.728,90.679,
156655,97.516,90.933,
156656,97.403,91.242,
156657,97.403,91.574,
156658,97.516,91.883,
156659,97.728,92.136,
156660,98.015,92.301,
156661,98.211,92.336,
156662,98.158,92.63,
156663,97.288,93.736,
156664,97.291,94.851,
156665,97.963,95.482,
156666,98.015,95.187,
156667,98.33,95.243,
156668,106.352,95.243,
156669,106.667,95.187,
156670,106.954,95.021,
156671,107.166,94.768,
156672,107.279,94.459,
156673,107.279,94.128,
156674,107.166,93.818,
156675,106.955,93.565,
156676,106.667,93.399,
156677,106.351,93.343,
156678,98.331,93.343,
156679,98.015,93.399,
156680,97.727,93.565,
156681,97.516,93.818,
156682,97.403,94.128,
156683,97.403,94.459,
156684,97.516,94.768,
156685,97.728,95.021,
156686,98.015,95.187,
156687,98.212,95.222,
156688,98.16,95.517,
156689,87.725,95.482,
156690,87.777,95.187,
156691,88.094,95.243,
156692,96.115,95.243,
156693,96.43,95.187,
156694,96.717,95.021,
156695,96.929,94.769,
156696,97.043,94.458,
156697,97.043,94.128,
156698,96.928,93.817,
156699,96.718,93.565,
156700,96.43,93.399,
156701,96.114,93.343,
156702,88.095,93.343,
156703,87.777,93.399,
156704,87.492,93.564,
156705,87.279,93.818,
156706,87.166,94.128,
156707,87.166,94.458,
156708,87.279,94.768,
156709,87.492,95.021,
156710,87.777,95.187,
156711,87.974,95.221,
156712,87.922,95.516,
156713,87.069,94.889,
156714,86.927,94.087,
156715,87.724,92.595,
156716,87.777,92.301,
156717,88.094,92.358,
156718,96.115,92.358,
156719,96.43,92.301,
156720,96.717,92.136,
156721,96.929,91.884,
156722,97.043,91.573,
156723,97.043,91.242,
156724,96.929,90.932,
156725,96.717,90.679,
156726,96.43,90.514,
156727,96.114,90.458,
156728,88.095,90.458,
156729,87.777,90.514,
156730,87.492,90.679,
156731,87.279,90.933,
156732,87.166,91.242,
156733,87.166,91.573,
156734,87.279,91.883,
156735,87.492,92.136,
156736,87.777,92.301,
156737,87.973,92.336,
156738,87.92,92.63,
156739,87.069,92.003,
156740,86.927,91.201,
156741,87.725,89.482,
156742,87.777,89.187,
156743,88.094,89.243,
156744,96.115,89.243,
156745,96.43,89.187,
156746,96.717,89.021,
156747,96.929,88.769,
156748,97.043,88.458,
156749,97.043,88.128,
156750,96.928,87.817,
156751,96.718,87.565,
156752,96.43,87.399,
156753,96.114,87.343,
156754,88.095,87.343,
156755,87.777,87.399,
156756,87.492,87.564,
156757,87.279,87.818,
156758,87.166,88.128,
156759,87.166,88.458,
156760,87.279,88.768,
156761,87.492,89.021,
156762,87.777,89.187,
156763,87.974,89.221,
156764,87.922,89.516,
156765,87.069,88.889,
156766,87.626,57.859,
156767,87.777,57.601,
156768,88.095,57.657,
156769,96.114,57.657,
156770,96.43,57.601,
156771,96.718,57.435,
156772,96.928,57.183,
156773,97.043,56.872,
156774,97.043,56.542,
156775,96.929,56.231,
156776,96.717,55.979,
156777,96.43,55.813,
156778,96.115,55.757,
156779,88.094,55.757,
156780,87.777,55.813,
156781,87.492,55.979,
156782,87.279,56.232,
156783,87.166,56.542,
156784,87.166,56.872,
156785,87.279,57.182,
156786,87.492,57.436,
156787,87.777,57.601,
156788,87.974,57.635,
