,X,Y,Z
4823,161.475,69.592,
4824,161.478,62.7,
4825,168.348,62.7,
4826,168.354,73.037,
4827,168.353,81.386,
4828,168.349,82.3,
4829,168.149,82.3,
4830,167.563,81.51,
4831,,,
4832,166.615,81.51,
4833,166.617,81.324,
4834,166.618,72.577,
4835,166.616,71.876,
4836,166.617,71.252,
4837,166.605,63.49,
4838,167.558,63.49,
4839,167.564,73.037,
4840,167.563,81.51,
4841,167.314,81.33,
4842,166.796,80.812,
4843,166.796,80.246,
4844,167.382,80.832,
4845,167.382,80.267,
4846,166.796,79.681,
4847,166.796,79.115,
4848,167.382,79.701,
4849,167.382,79.135,
4850,166.796,78.549,
4851,166.796,77.983,
4852,167.382,78.57,
4853,167.382,78.004,
4854,166.796,77.418,
4855,166.796,76.852,
4856,167.382,77.438,
4857,167.383,76.873,
4858,166.796,76.286,
4859,166.796,75.721,
4860,167.383,76.308,
4861,167.383,75.742,
4862,166.796,75.155,
4863,166.796,74.589,
4864,167.383,75.176,
4865,167.383,74.611,
4866,166.796,74.024,
4867,166.796,73.458,
4868,167.383,74.045,
4869,167.383,73.479,
4870,166.796,72.892,
4871,166.795,72.326,
4872,167.383,72.914,
4873,167.383,72.348,
4874,166.795,71.76,
4875,166.795,71.195,
4876,167.382,71.781,
4877,167.382,71.216,
4878,166.795,70.628,
4879,166.794,70.062,
4880,167.382,70.649,
4881,167.382,70.084,
4882,166.793,69.495,
4883,166.792,68.928,
4884,167.381,69.517,
4885,167.381,68.952,
4886,166.791,68.362,
4887,166.79,67.795,
4888,167.38,68.385,
4889,167.379,67.819,
4890,166.789,67.228,
4891,166.788,66.662,
4892,167.379,67.253,
4893,167.379,66.687,
4894,166.788,66.096,
4895,166.787,65.529,
4896,167.379,66.121,
4897,167.378,65.555,
4898,166.785,64.962,
4899,166.785,64.396,
4900,167.378,64.989,
4901,167.377,64.423,
4902,166.784,63.829,
4903,167.19,63.67,
4904,167.377,63.857,
4905,163.22,63.49,
4906,163.213,69.674,
4907,163.217,71.874,
4908,163.214,81.51,
4909,162.267,81.51,
4910,162.265,69.591,
4911,162.268,63.49,
4912,163.22,63.49,
4913,163.039,64.044,
4914,162.664,63.67,
4915,162.446,64.017,
4916,163.039,64.609,
4917,163.038,65.174,
4918,162.446,64.582,
4919,162.446,65.148,
4920,163.037,65.739,
4921,163.036,66.304,
4922,162.445,65.713,
4923,162.445,66.279,
4924,163.036,66.869,
4925,163.035,67.434,
4926,162.445,66.844,
4927,162.445,67.409,
4928,163.034,67.999,
4929,163.034,68.564,
4930,162.445,67.975,
4931,162.444,68.54,
4932,163.032,69.128,
4933,163.032,69.694,
4934,162.444,69.106,
4935,162.444,69.671,
4936,163.033,70.26,
4937,163.034,70.828,
4938,162.444,70.237,
4939,162.444,70.803,
4940,163.035,71.394,
4941,163.036,71.96,
4942,162.444,71.368,
4943,162.444,71.934,
4944,163.036,72.526,
4945,163.036,73.092,
4946,162.444,72.5,
4947,162.444,73.066,
4948,163.036,73.657,
4949,163.036,74.223,
4950,162.445,73.632,
4951,162.445,74.198,
4952,163.035,74.788,
4953,163.035,75.354,
4954,162.445,74.763,
4955,162.445,75.329,
4956,163.035,75.919,
4957,163.035,76.485,
4958,162.445,75.895,
4959,162.445,76.46,
4960,163.034,77.05,
4961,163.034,77.616,
4962,162.445,77.026,
4963,162.445,77.592,
4964,163.034,78.181,
4965,163.034,78.747,
4966,162.445,78.158,
4967,162.445,78.724,
4968,163.034,79.312,
4969,163.034,79.878,
4970,162.445,79.29,
4971,162.445,79.855,
4972,163.034,80.444,
4973,163.034,81.009,
4974,162.445,80.421,
4975,162.445,80.987,
4976,162.788,81.33,
4977,,,
4978,165.934,81.88,
4979,165.934,83.165,
4980,165.934,96.835,
4981,165.934,98.12,
4982,165.934,98.26,
4983,,,
4984,,,
4985,164.954,99.24,
4986,164.884,99.31,
4987,164.884,99.3,
4988,167.886,99.33,
4989,167.956,99.4,
4990,,,
4991,161.877,99.4,
4992,161.877,98.1,
4993,167.951,98.1,
4994,167.956,99.4,
4995,168.273,99.8,
4996,,,
4997,161.477,99.8,
4998,161.477,97.7,
4999,168.349,97.7,
5000,168.356,99.352,
5001,168.354,99.727,
5002,168.273,99.8,
5003,168.073,99.8,
5004,167.564,99.01,
5005,,,
5006,166.608,99.01,
5007,166.607,98.49,
5008,167.563,98.49,
5009,167.564,99.01,
5010,167.278,98.83,
5011,167.118,98.67,
5012,163.22,98.49,
5013,163.221,99.01,
5014,162.267,99.01,
5015,162.267,98.49,
5016,163.22,98.49,
5017,162.751,98.829,
5018,162.592,98.669,
5019,,,
5020,,,
5021,162.592,98.669,1.65
5022,164.955,98.12,
5023,164.955,96.835,
5024,169.198,83.153,
5025,169.201,61.847,
5026,164.955,48.165,
5027,164.955,46.88,
5028,164.955,45.76,
5029,,,
5030,,,
5031,,,
5032,,,
5033,,,
5034,165.935,46.739,
5035,166.005,46.809,
5036,166.005,46.8,
5037,168.042,46.83,
5038,168.112,46.9,
5039,,,
5040,161.717,46.9,
5041,161.717,45.6,
5042,168.107,45.6,
5043,168.112,46.9,
5044,168.51,47.3,
5045,,,
5046,161.317,47.3,
5047,161.317,45.2,
5048,168.344,45.2,
5049,168.506,45.345,
5050,168.512,46.908,
5051,168.51,47.3,
5052,168.31,47.3,
5053,167.72,46.51,
5054,,,
5055,166.902,46.51,
5056,166.901,45.99,
5057,167.719,45.99,
5058,167.72,46.51,
5059,162.924,46.51,
5060,162.107,46.51,
5061,162.107,45.99,
5062,162.923,45.99,
5063,162.924,46.51,
5064,162.568,46.169,
5065,162.407,46.33,
5066,,,
5067,166.75,46.88,
5068,166.75,48.165,
5069,166.75,61.835,
5070,166.75,63.12,
5071,166.75,63.503,
5072,,,
5073,,,
5074,163.075,67.178,
5075,163.073,66.505,
5076,166.747,70.178,
5077,166.817,70.248,
5078,166.748,74.818,
5079,163.077,78.49,
5080,163.077,77.822,
5081,166.753,81.499,
5082,166.823,81.569,
5083,168.039,81.83,
5084,168.109,81.9,
5085,,,
5086,161.718,81.9,
5087,161.72,71.876,
5088,161.717,63.1,
5089,168.109,63.1,
5090,168.104,71.875,
5091,168.109,81.9,
5092,168.509,82.3,
5093,,,
5094,161.317,82.3,
5095,161.319,81.25,
5096,161.32,71.875,
5097,161.317,62.7,
5098,168.509,62.7,
5099,168.504,71.875,
5100,168.51,81.103,
5101,168.509,82.3,
5102,168.309,82.3,
5103,167.719,81.51,
5104,,,
5105,166.904,81.51,
5106,166.905,79.078,
5107,166.895,71.875,
5108,166.904,65.518,
5109,166.901,63.49,
5110,167.719,63.49,
5111,167.714,71.875,
5112,167.719,81.51,
5113,167.084,81.251,
5114,167.536,80.798,
5115,167.084,80.685,
5116,167.536,80.233,
5117,167.084,80.12,
5118,167.536,79.668,
5119,167.084,79.554,
5120,167.536,79.102,
5121,167.084,78.988,
5122,167.536,78.536,
5123,167.083,78.423,
5124,167.535,77.971,
5125,167.082,77.858,
5126,167.535,77.406,
5127,167.082,77.293,
5128,167.535,76.84,
5129,167.081,76.728,
5130,167.534,76.275,
5131,167.08,76.163,
5132,167.534,75.709,
5133,167.08,75.598,
5134,167.534,75.144,
5135,167.079,75.033,
5136,167.534,74.579,
5137,167.078,74.468,
5138,167.534,74.013,
5139,167.077,73.904,
5140,167.533,73.448,
5141,167.076,73.339,
5142,167.533,72.882,
5143,167.075,72.774,
5144,167.533,72.317,
5145,167.075,72.209,
5146,167.533,71.751,
5147,167.075,71.644,
5148,167.533,71.185,
5149,167.075,71.077,
5150,167.534,70.619,
5151,167.076,70.511,
5152,167.534,70.053,
5153,167.077,69.944,
5154,167.534,69.487,
5155,167.078,69.377,
5156,167.534,68.921,
5157,167.079,68.811,
5158,167.535,68.355,
5159,167.08,68.244,
5160,167.535,67.789,
5161,167.08,67.678,
5162,167.535,67.223,
5163,167.081,67.112,
5164,167.536,66.657,
5165,167.082,66.545,
5166,167.536,66.091,
5167,167.083,65.978,
5168,167.536,65.525,
5169,167.083,65.413,
5170,167.536,64.959,
5171,167.082,64.848,
5172,167.537,64.393,
5173,167.081,64.283,
5174,167.537,63.827,
5175,162.925,63.49,
5176,162.923,65.011,
5177,162.931,71.875,
5178,162.93,75.773,
5179,162.925,81.51,
5180,162.108,81.51,
5181,162.11,71.876,
5182,162.107,63.49,
5183,162.925,63.49,
5184,162.604,63.67,
5185,162.286,63.987,
5186,162.743,64.096,
5187,162.286,64.553,
5188,162.742,64.663,
5189,162.286,65.118,
5190,162.742,65.229,
5191,162.287,65.683,
5192,162.742,65.794,
5193,162.287,66.249,
5194,162.743,66.359,
5195,162.287,66.815,
5196,162.744,66.924,
5197,162.288,67.38,
5198,162.744,67.489,
5199,162.288,67.945,
5200,162.745,68.054,
5201,162.288,68.511,
5202,162.746,68.619,
5203,162.288,69.076,
5204,162.746,69.184,
5205,162.288,69.642,
5206,162.747,69.749,
5207,162.288,70.207,
5208,162.748,70.313,
5209,162.289,70.772,
5210,162.749,70.878,
5211,162.289,71.338,
5212,162.749,71.443,
5213,162.289,71.904,
5214,162.749,72.009,
5215,162.289,72.469,
5216,162.749,72.575,
5217,162.289,73.035,
5218,162.749,73.141,
5219,162.289,73.601,
5220,162.749,73.706,
5221,162.289,74.167,
5222,162.749,74.272,
5223,162.288,74.733,
5224,162.749,74.838,
5225,162.288,75.299,
5226,162.749,75.403,
5227,162.288,75.864,
5228,162.749,75.97,
5229,162.288,76.43,
5230,162.749,76.535,
5231,162.288,76.996,
5232,162.748,77.102,
5233,162.288,77.562,
5234,162.747,77.668,
5235,162.288,78.128,
5236,162.746,78.235,
5237,162.288,78.693,
5238,162.746,78.8,
5239,162.287,79.26,
5240,162.746,79.367,
5241,162.287,79.825,
5242,162.745,79.933,
5243,162.287,80.391,
5244,162.745,80.499,
5245,162.287,80.957,
5246,162.48,81.33,
5247,162.744,81.065,
5248,,,
5249,165.935,81.88,
5250,165.935,83.165,
5251,165.935,96.835,
5252,165.935,98.12,
5253,165.935,98.259,
5254,,,
5255,,,
5256,164.954,99.24,
5257,164.884,99.31,
5258,164.884,99.3,
5259,168.038,99.33,
5260,168.108,99.4,
5261,,,
5262,161.716,99.4,
5263,161.716,98.1,
5264,168.111,98.1,
5265,168.108,99.4,
5266,168.345,99.8,
5267,,,
5268,161.316,99.8,
5269,161.316,97.7,
5270,168.51,97.7,
5271,168.511,98.09,
5272,168.507,99.654,
5273,168.345,99.8,
5274,168.145,99.8,
5275,167.719,99.01,
5276,,,
5277,166.9,99.01,
5278,166.902,98.49,
5279,167.72,98.49,
5280,167.719,99.01,
5281,167.202,98.669,
5282,167.08,98.792,
5283,162.924,99.01,
5284,162.106,99.01,
5285,162.106,98.49,
5286,162.925,98.49,
5287,162.924,99.01,
5288,162.676,98.669,
5289,162.517,98.829,
5290,,,
5291,,,
5292,162.517,98.829,1.8
5293,164.955,98.12,
5294,164.955,96.835,
5295,169.362,83.153,
5296,169.362,61.847,
5297,164.955,48.165,
5298,164.955,46.88,
5299,164.955,45.76,
5300,,,
5301,,,
5302,,,
5303,,,
5304,,,
5305,165.935,46.739,
5306,166.005,46.809,
5307,166.005,46.8,
5308,168.18,46.83,
5309,168.25,46.9,
5310,,,
5311,161.578,46.9,
5312,161.578,45.6,
5313,168.253,45.6,
5314,168.25,46.9,
5315,168.649,47.3,
5316,,,
5317,161.178,47.3,
5318,161.178,45.2,
5319,168.417,45.2,
5320,168.654,45.412,
5321,168.649,47.3,
5322,168.449,47.3,
5323,167.861,46.51,
5324,,,
5325,167.158,46.51,
5326,167.159,45.99,
5327,167.862,45.99,
5328,167.861,46.51,
5329,162.669,46.51,
5330,161.968,46.51,
5331,161.968,45.99,
5332,162.671,45.99,
5333,162.669,46.51,
5334,162.295,46.33,
5335,162.147,46.181,
5336,,,
5337,166.993,46.88,
5338,166.993,48.165,
5339,166.993,61.835,
5340,166.993,63.12,
5341,166.993,63.259,
5342,,,
5343,,,
5344,162.816,67.437,
5345,162.746,67.507,
5346,162.816,66.248,
5347,167.009,70.441,
5348,167.079,70.511,
5349,167.008,74.558,
5350,162.813,78.754,
5351,162.743,78.824,
5352,162.812,77.558,
5353,166.993,81.739,
5354,167.063,81.809,
5355,167.063,81.8,
5356,168.179,81.83,
5357,168.249,81.9,
5358,,,
5359,161.578,81.9,
5360,161.578,63.1,
5361,168.247,63.1,
5362,168.25,68.239,
5363,168.248,71.875,
5364,168.251,75.995,
5365,168.249,81.9,
5366,168.648,82.3,
5367,,,
5368,161.178,82.3,
5369,161.178,62.7,
5370,168.647,62.7,
5371,168.65,68.239,
5372,168.648,71.875,
5373,168.651,75.995,
5374,168.65,81.735,
5375,168.648,82.3,
5376,168.448,82.3,
5377,167.859,81.51,
5378,,,
5379,167.162,81.51,
5380,167.161,75.539,
5381,167.157,71.875,
5382,167.162,68.64,
5383,167.156,63.49,
5384,167.857,63.49,
5385,167.86,68.239,
5386,167.858,71.875,
5387,167.861,75.995,
5388,167.859,81.51,
5389,167.678,81.128,
5390,167.34,80.79,
5391,167.678,80.562,
5392,167.34,80.224,
5393,167.678,79.997,
5394,167.34,79.659,
5395,167.679,79.432,
5396,167.34,79.093,
5397,167.679,78.866,
5398,167.34,78.527,
5399,167.679,78.3,
5400,167.34,77.962,
5401,167.679,77.735,
5402,167.34,77.396,
5403,167.679,77.17,
5404,167.34,76.83,
5405,167.679,76.604,
5406,167.34,76.265,
5407,167.679,76.038,
5408,167.34,75.699,
5409,167.679,75.473,
5410,167.339,75.132,
5411,167.679,74.906,
5412,167.338,74.566,
5413,167.679,74.34,
5414,167.338,74,
5415,167.678,73.774,
5416,167.337,73.433,
5417,167.678,73.208,
5418,167.336,72.867,
5419,167.677,72.642,
5420,167.336,72.3,
5421,167.677,72.076,
5422,167.336,71.735,
5423,167.677,71.511,
5424,167.336,71.17,
5425,167.677,70.945,
5426,167.337,70.605,
5427,167.678,70.38,
5428,167.338,70.04,
5429,167.678,69.814,
5430,167.339,69.476,
5431,167.679,69.249,
5432,167.34,68.911,
5433,167.679,68.684,
5434,167.34,68.345,
5435,167.679,68.118,
5436,167.339,67.779,
5437,167.679,67.552,
5438,167.338,67.212,
5439,167.679,66.987,
5440,167.338,66.646,
5441,167.678,66.42,
5442,167.337,66.079,
5443,167.678,65.854,
5444,167.336,65.513,
5445,167.678,65.289,
5446,167.336,64.947,
5447,167.677,64.722,
5448,167.335,64.38,
5449,167.677,64.157,
5450,167.334,63.814,
5451,162.67,63.49,
5452,162.664,71.613,
5453,162.664,81.042,
5454,162.666,81.51,
5455,161.968,81.51,
5456,161.968,63.49,
5457,162.67,63.49,
5458,162.146,63.717,
5459,162.489,64.06,
5460,162.146,64.283,
5461,162.488,64.625,
5462,162.146,64.848,
5463,162.488,65.191,
5464,162.146,65.414,
5465,162.488,65.755,
5466,162.146,65.98,
5467,162.487,66.32,
5468,162.146,66.545,
5469,162.487,66.886,
5470,162.146,67.111,
5471,162.486,67.451,
5472,162.146,67.677,
5473,162.486,68.017,
5474,162.146,68.242,
5475,162.486,68.582,
5476,162.146,68.808,
5477,162.485,69.147,
5478,162.146,69.374,
5479,162.485,69.712,
5480,162.146,69.939,
5481,162.484,70.277,
5482,162.146,70.505,
5483,162.483,70.842,
5484,162.146,71.071,
5485,162.483,71.408,
5486,162.146,71.636,
5487,162.483,71.973,
5488,162.146,72.202,
5489,162.483,72.539,
5490,162.146,72.768,
5491,162.483,73.104,
5492,162.146,73.334,
5493,162.483,73.67,
5494,162.146,73.899,
5495,162.483,74.236,
5496,162.146,74.465,
5497,162.483,74.801,
5498,162.146,75.031,
5499,162.483,75.367,
5500,162.146,75.596,
5501,162.483,75.933,
5502,162.146,76.162,
5503,162.483,76.499,
5504,162.146,76.728,
5505,162.483,77.064,
5506,162.146,77.293,
5507,162.483,77.63,
5508,162.146,77.859,
5509,162.483,78.196,
5510,162.146,78.425,
5511,162.483,78.761,
5512,162.146,78.99,
5513,162.483,79.327,
5514,162.146,79.556,
5515,162.483,79.893,
5516,162.146,80.122,
5517,162.483,80.458,
5518,162.146,80.687,
5519,162.483,81.024,
5520,162.223,81.33,
5521,162.146,81.253,
5522,,,
5523,165.935,81.88,
5524,165.935,83.165,
5525,165.935,96.835,
5526,165.935,98.12,
5527,165.935,98.259,
5528,,,
5529,,,
5530,164.954,99.24,
5531,164.884,99.31,
5532,164.884,99.3,
5533,168.185,99.33,
5534,168.255,99.4,
5535,,,
5536,161.577,99.4,
5537,161.577,98.1,
5538,168.25,98.1,
5539,168.255,99.4,
5540,168.418,99.8,
5541,,,
5542,161.177,99.8,
5543,161.177,97.7,
5544,168.648,97.7,
5545,168.655,99.316,
5546,168.654,99.586,
5547,168.418,99.8,
5548,168.218,99.8,
5549,167.863,99.01,
5550,,,
5551,167.159,99.01,
5552,167.158,98.49,
5553,167.862,98.49,
5554,167.863,99.01,
5555,162.671,99.01,
5556,161.967,99.01,
5557,161.967,98.49,
5558,162.671,98.49,
5559,162.671,99.01,
5560,162.671,99,
5561,,,
5562,,,
5563,162.671,99,1.95
5564,161.678,98.12,
5565,161.678,96.835,
5566,160.325,83.153,
5567,160.325,61.847,
5568,161.678,48.165,
5569,161.678,46.88,
5570,161.678,46.026,
5571,,,
5572,161.599,46.026,
5573,,,
5574,,,
5575,,,
5576,,,
5577,161.866,45.759,
5578,164.955,45.759,
5579,165.935,46.739,
5580,166.005,46.809,
5581,166.005,46.8,
5582,168.317,46.83,
5583,168.387,46.9,
5584,,,
5585,161.439,46.9,
5586,161.44,45.6,
5587,168.336,45.6,
5588,168.385,45.645,
5589,168.387,46.9,
5590,168.787,47.3,
5591,,,
5592,161.039,47.3,
5593,161.04,45.2,
5594,168.488,45.2,
5595,168.785,45.467,
5596,168.787,47.3,
5597,168.587,47.3,
5598,168.104,46.5,
5599,,,
5600,166.993,46.88,
5601,166.993,48.165,
5602,166.993,61.835,
5603,166.993,63.12,
5604,166.993,63.259,
5605,,,
5606,,,
5607,161.598,68.655,
5608,161.528,68.725,
5609,161.539,68.725,
5610,161.598,65.03,
5611,168.227,71.658,
5612,168.297,71.728,
5613,168.288,71.728,
5614,168.226,73.341,
5615,162.598,78.968,
5616,162.579,78.988,
5617,161.597,79.969,
5618,161.527,80.039,
5619,161.539,80.039,
5620,162.597,77.343,
5621,166.994,81.74,
5622,167.064,81.81,
5623,167.064,81.8,
5624,168.318,81.83,
5625,168.388,81.9,
5626,,,
5627,161.439,81.9,
5628,161.439,63.1,
5629,168.386,63.1,
5630,168.39,67.99,
5631,168.387,71.875,
5632,168.388,81.9,
5633,168.788,82.3,
5634,,,
5635,161.039,82.3,
5636,161.039,62.7,
5637,168.786,62.7,
5638,168.79,67.99,
5639,168.787,71.875,
5640,168.788,82.3,
5641,168.588,82.3,
5642,168.318,81.83,
5643,162.449,78.838,
5644,,,
5645,161.829,78.838,
5646,161.829,70.057,
5647,162.448,70.057,
5648,162.45,71.874,
5649,162.449,78.838,
5650,162.008,78.407,
5651,162.268,78.148,
5652,162.008,77.841,
5653,162.268,77.582,
5654,162.008,77.276,
5655,162.268,77.016,
5656,162.008,76.71,
5657,162.268,76.45,
5658,162.008,76.144,
5659,162.268,75.885,
5660,162.008,75.579,
5661,162.268,75.319,
5662,162.008,75.013,
5663,162.268,74.753,
5664,162.008,74.447,
5665,162.268,74.188,
5666,162.008,73.882,
5667,162.268,73.622,
5668,162.008,73.316,
5669,162.268,73.056,
5670,162.008,72.75,
5671,162.268,72.491,
5672,162.008,72.184,
5673,162.268,71.925,
5674,162.008,71.619,
5675,162.268,71.359,
5676,162.008,71.053,
5677,162.267,70.794,
5678,162.008,70.487,
5679,162.259,70.236,
5680,,,
5681,165.934,81.88,
5682,165.934,83.165,
5683,165.934,96.835,
5684,165.934,98.12,
5685,165.934,98.26,
5686,,,
5687,,,
5688,164.954,99.24,
5689,164.884,99.31,
5690,164.884,99.3,
5691,161.866,99.239,
5692,161.597,98.97,
5693,168.3,99.307,
5694,168.335,99.4,
5695,,,
5696,161.439,99.4,
5697,161.438,98.1,
5698,168.387,98.1,
5699,168.385,99.355,
5700,168.335,99.4,
5701,168.49,99.8,
5702,,,
5703,161.039,99.8,
5704,161.038,97.7,
5705,168.787,97.7,
5706,168.785,99.532,
5707,168.49,99.8,
5708,168.29,99.8,
5709,167.986,99,
5710,,,
5711,,,
5712,167.986,99,2.1
5713,161.539,98.12,
5714,161.539,96.835,
5715,160.186,83.153,
5716,160.186,61.847,
5717,161.539,48.165,
5718,161.539,46.88,
5719,,,
5720,161.478,46.147,
5721,,,
5722,,,
5723,,,
5724,,,
5725,161.865,45.76,
5726,164.955,45.76,
5727,165.935,46.739,
5728,166.005,46.809,
5729,166.005,46.8,
5730,168.439,46.83,
5731,168.509,46.9,
5732,,,
5733,161.319,46.9,
5734,161.319,45.6,
5735,168.407,45.6,
5736,168.512,45.695,
5737,168.509,46.9,
5738,168.908,47.3,
5739,,,
5740,160.919,47.3,
5741,160.919,45.2,
5742,168.561,45.2,
5743,168.913,45.517,
5744,168.908,47.3,
5745,168.708,47.3,
5746,168.11,46.617,
5747,,,
5748,166.993,46.88,
5749,166.993,48.165,
5750,166.993,61.835,
5751,166.993,63.12,
5752,166.993,63.259,
5753,,,
5754,,,
5755,161.478,68.775,
5756,161.408,68.845,
5757,161.419,68.845,
5758,161.477,64.909,
5759,168.345,71.776,
5760,168.415,71.846,
5761,168.406,71.846,
5762,168.343,73.223,
5763,161.478,80.089,
5764,161.408,80.159,
5765,161.419,80.159,
5766,161.477,76.223,
5767,166.993,81.739,
5768,167.063,81.809,
5769,167.063,81.8,
5770,168.438,81.83,
5771,168.508,81.9,
5772,,,
5773,161.319,81.9,
5774,161.319,63.1,
5775,168.507,63.1,
5776,168.504,81.252,
5777,168.508,81.9,
5778,168.908,82.3,
5779,,,
5780,160.919,82.3,
5781,160.919,62.7,
5782,168.907,62.7,
5783,168.908,65.354,
5784,168.904,81.251,
5785,168.909,82.118,
5786,168.908,82.3,
5787,168.708,82.3,
5788,168.225,81.5,
5789,,,
5790,165.935,81.88,
5791,165.935,83.165,
5792,165.935,96.835,
5793,165.935,98.12,
5794,165.935,98.259,
5795,,,
5796,,,
5797,164.954,99.24,
5798,164.884,99.31,
5799,164.884,99.3,
5800,161.867,99.24,
5801,161.477,98.849,
5802,168.374,99.307,
5803,168.409,99.4,
5804,,,
5805,161.318,99.4,
5806,161.318,98.1,
5807,168.508,98.1,
5808,168.512,99.308,
5809,168.409,99.4,
5810,168.563,99.8,
5811,,,
5812,160.918,99.8,
5813,160.918,97.7,
5814,168.907,97.7,
5815,168.912,99.485,
5816,168.563,99.8,
5817,168.363,99.8,
5818,168.11,99,
5819,,,
5820,,,
5821,168.11,99,2.25
5822,161.419,98.12,
5823,161.419,96.835,
5824,160.066,83.153,
5825,160.066,61.847,
5826,161.419,48.165,
5827,161.419,46.88,
5828,,,
5829,161.364,46.261,
5830,,,
5831,,,
5832,,,
5833,,,
5834,161.866,45.759,
5835,164.955,45.759,
5836,165.935,46.739,
5837,166.005,46.809,
5838,166.005,46.8,
5839,168.552,46.83,
5840,168.622,46.9,
5841,,,
5842,161.205,46.9,
5843,161.205,45.6,
5844,168.479,45.6,
5845,168.624,45.73,
5846,168.622,46.9,
5847,169.022,47.3,
5848,,,
5849,160.805,47.3,
5850,160.805,45.2,
5851,168.633,45.2,
5852,169.024,45.552,
5853,169.022,47.3,
5854,168.822,47.3,
5855,168.223,46.617,
5856,,,
5857,166.993,46.88,
5858,166.993,48.165,
5859,166.993,61.835,
5860,166.993,63.12,
5861,166.993,63.259,
5862,,,
5863,,,
5864,161.364,68.889,
5865,161.294,68.959,
5866,161.305,68.959,
5867,161.363,64.795,
5868,168.461,71.893,
5869,168.531,71.963,
5870,168.521,71.962,
5871,168.461,73.106,
5872,161.364,80.202,
5873,161.294,80.272,
5874,161.305,80.272,
5875,161.363,76.109,
5876,166.994,81.74,
5877,167.064,81.81,
5878,167.064,81.8,
5879,168.553,81.83,
5880,168.623,81.9,
5881,,,
5882,161.205,81.9,
5883,161.205,63.1,
5884,168.621,63.1,
5885,168.623,81.9,
5886,169.022,82.3,
5887,,,
5888,160.805,82.3,
5889,160.805,62.7,
5890,169.021,62.7,
5891,169.024,81.594,
5892,169.022,82.3,
5893,168.822,82.3,
5894,168.222,81.617,
5895,,,
5896,165.935,81.88,
5897,165.935,83.165,
5898,165.935,96.835,
5899,165.935,98.12,
5900,165.935,98.259,
5901,,,
5902,,,
5903,164.955,99.239,
5904,164.885,99.309,
5905,164.885,99.3,
5906,161.866,99.239,
5907,161.363,98.736,
5908,168.445,99.307,
5909,168.481,99.4,
5910,,,
5911,161.204,99.4,
5912,161.204,98.1,
5913,168.623,98.1,
5914,168.623,99.271,
5915,168.481,99.4,
5916,168.635,99.8,
5917,,,
5918,160.804,99.8,
5919,160.804,97.7,
5920,169.022,97.7,
5921,169.024,98.471,
5922,169.023,99.449,
5923,168.635,99.8,
5924,168.435,99.8,
5925,168.223,99,
5926,,,
5927,,,
5928,168.223,99,2.4
5929,161.305,98.12,
5930,161.305,96.835,
5931,159.952,83.153,
5932,159.952,61.847,
5933,161.305,48.165,
5934,161.305,46.88,
5935,,,
5936,161.25,46.376,
5937,,,
5938,,,
5939,,,
5940,,,
5941,161.866,45.759,
5942,161.936,45.689,
5943,161.936,45.7,
5944,164.955,45.759,
5945,165.935,46.739,
5946,166.005,46.809,
5947,166.005,46.8,
5948,168.666,46.83,
5949,168.736,46.9,
5950,,,
5951,161.091,46.9,
5952,161.091,45.6,
5953,168.551,45.6,
5954,168.735,45.766,
5955,168.736,46.9,
5956,169.136,47.3,
5957,,,
5958,160.691,47.3,
5959,160.691,45.2,
5960,168.705,45.2,
5961,169.135,45.588,
5962,169.136,47.3,
5963,168.936,47.3,
5964,168.335,46.617,
5965,,,
5966,166.993,46.88,
5967,166.993,48.165,
5968,166.993,61.835,
5969,166.993,63.12,
5970,166.993,63.259,
5971,,,
5972,,,
5973,161.25,69.003,
5974,161.18,69.073,
5975,161.191,69.073,
5976,161.25,64.681,
5977,168.574,72.006,
5978,168.644,72.076,
5979,168.574,72.992,
5980,161.25,80.316,
5981,161.18,80.386,
5982,161.191,80.386,
5983,161.25,75.995,
5984,166.994,81.74,
5985,167.064,81.81,
5986,167.064,81.8,
5987,168.666,81.83,
5988,168.736,81.9,
5989,,,
5990,161.091,81.9,
5991,161.091,63.1,
5992,168.735,63.1,
5993,168.736,81.9,
5994,169.136,82.3,
5995,,,
5996,160.691,82.3,
5997,160.691,62.7,
5998,169.135,62.7,
5999,169.136,82.3,
6000,168.936,82.3,
6001,168.335,81.617,
6002,,,
6003,165.935,81.88,
6004,165.935,83.165,
6005,165.935,96.835,
6006,165.935,98.12,
6007,165.935,98.259,
6008,,,
6009,,,
6010,164.954,99.24,
6011,164.884,99.31,
6012,164.884,99.3,
6013,161.867,99.24,
6014,161.249,98.622,
6015,161.179,98.552,
6016,161.19,98.552,
6017,168.518,99.307,
6018,168.553,99.4,
6019,,,
6020,161.09,99.4,
6021,161.09,98.1,
6022,168.735,98.1,
6023,168.736,99.235,
6024,168.553,99.4,
6025,168.707,99.8,
6026,,,
6027,160.69,99.8,
6028,160.69,97.7,
6029,169.135,97.7,
6030,169.136,99.413,
6031,168.707,99.8,
6032,168.507,99.8,
6033,168.335,98.999,
6034,,,
6035,,,
6036,168.335,98.999,2.55
6037,161.877,98.12,
6038,161.877,96.835,
6039,161.877,83.165,
6040,161.877,81.88,
6041,161.877,65.309,
6042,,,
6043,,,
6044,,,
6045,,,
6046,,,
6047,168.647,72.079,
6048,168.717,72.149,
6049,168.647,72.92,
6050,161.879,79.688,
6051,161.809,79.758,
6052,161.878,76.624,
6053,166.994,81.74,
6054,167.064,81.81,
6055,167.064,81.8,
